acc,status,remain,reward,prize,ms,note
nguyen3617,SPUN,1,500,500 xu,3659,
nguyen3618,SPUN,1,75,75 xu,3855,
nguyen3619,SPUN,1,750,750 xu,3760,
nguyen362,SPUN,1,300,300 xu,3630,
nguyen3620,SPUN,1,1000,1000 xu,3856,
nguyen3621,SPUN,1,75,75 xu,3835,
nguyen3622,SPUN,1,200,200 xu,3877,
nguyen3623,SPUN,1,150,150 xu,3879,
nguyen3624,SPUN,1,250,250 xu,3741,
nguyen3625,SPUN,1,250,250 xu,3781,
nguyen3626,SPUN,1,150,150 xu,3954,
nguyen3627,SPUN,1,25,25 xu,3903,
nguyen3628,SPUN,1,300,300 xu,3928,
nguyen3629,SPUN,1,750,750 xu,3778,
nguyen363,SPUN,1,100,100 xu,3477,
nguyen3630,SPUN,1,25,25 xu,3882,
nguyen3631,SPUN,1,300,300 xu,3825,
nguyen3632,SPUN,1,250,250 xu,3834,
nguyen3633,SPUN,1,100,100 xu,3728,
nguyen3634,SPUN,1,150,150 xu,3634,
nguyen3635,SPUN,1,150,150 xu,4116,
nguyen3636,SPUN,1,150,150 xu,3552,
nguyen3637,SPUN,1,500,500 xu,3619,
nguyen3638,SPUN,1,25,25 xu,3652,
nguyen3639,SPUN,1,300,300 xu,3751,
nguyen364,SPUN,1,200,200 xu,3612,
nguyen3640,SPUN,1,200,200 xu,3711,
nguyen3641,SPUN,1,1000,1000 xu,4151,
nguyen3642,SPUN,1,50,50 xu,3854,
nguyen3643,SPUN,1,50,50 xu,3969,
nguyen3644,SPUN,1,50,50 xu,3948,
nguyen3645,SPUN,1,500,500 xu,4019,
nguyen3646,SPUN,1,75,75 xu,3895,
nguyen3647,SPUN,1,200,200 xu,3809,
nguyen3648,SPUN,1,750,750 xu,3188,
nguyen3649,SPUN,1,750,750 xu,3997,
nguyen365,SPUN,1,200,200 xu,3547,
nguyen3650,SPUN,1,300,300 xu,3935,
nguyen3651,SPUN,1,750,750 xu,3909,
nguyen3652,SPUN,1,300,300 xu,3904,
nguyen3653,SPUN,1,250,250 xu,3751,
nguyen3654,SPUN,1,100,100 xu,3771,
nguyen3655,SPUN,1,200,200 xu,3974,
nguyen3656,SPUN,1,100,100 xu,3622,
nguyen3657,SPUN,1,25,25 xu,3661,
nguyen3658,SPUN,1,10,10 xu,3545,
nguyen3659,SPUN,1,50,50 xu,3744,
nguyen366,SPUN,1,50,50 xu,3553,
nguyen3660,SPUN,1,100,100 xu,3555,
nguyen3661,SPUN,1,100,100 xu,3869,
nguyen3662,SPUN,1,1000,1000 xu,3878,
nguyen3663,SPUN,1,75,75 xu,3821,
nguyen3664,SPUN,1,25,25 xu,3791,
nguyen3665,SPUN,1,250,250 xu,3739,
nguyen3666,SPUN,1,250,250 xu,3645,
nguyen3667,SPUN,1,200,200 xu,3783,
nguyen3668,SPUN,1,250,250 xu,3605,
nguyen3669,SPUN,1,75,75 xu,3656,
nguyen367,SPUN,1,500,500 xu,3421,
nguyen3670,SPUN,1,300,300 xu,3598,
nguyen3671,SPUN,1,1000,1000 xu,3715,
nguyen3672,SPUN,1,100,100 xu,3620,
nguyen3673,SPUN,1,75,75 xu,3682,
nguyen3674,SPUN,1,100,100 xu,3676,
nguyen3675,SPUN,1,1000,1000 xu,3648,
nguyen3676,SPUN,1,150,150 xu,3566,
nguyen3677,SPUN,1,200,200 xu,3632,
nguyen3678,SPUN,1,300,300 xu,3641,
nguyen3679,SPUN,1,300,300 xu,3605,
nguyen368,SPUN,1,150,150 xu,3505,
nguyen3680,SPUN,1,1000,1000 xu,3653,
nguyen3681,SPUN,1,10,10 xu,3673,
nguyen3682,SPUN,1,500,500 xu,3606,
nguyen3683,SPUN,1,200,200 xu,3706,
nguyen3684,SPUN,1,250,250 xu,3629,
nguyen3685,SPUN,1,150,150 xu,3752,
nguyen3686,SPUN,1,10,10 xu,3786,
nguyen3687,SPUN,1,150,150 xu,3836,
nguyen3688,SPUN,1,150,150 xu,3717,
nguyen3689,SPUN,1,100,100 xu,3640,
nguyen369,SPUN,1,10,10 xu,3422,
nguyen3690,SPUN,1,10,10 xu,3681,
nguyen3691,SPUN,1,10,10 xu,3813,
nguyen3692,SPUN,1,500,500 xu,3948,
nguyen3693,SPUN,1,25,25 xu,3603,
nguyen3694,SPUN,1,750,750 xu,3689,
nguyen3695,SPUN,1,50,50 xu,3794,
nguyen3696,SPUN,1,750,750 xu,3703,
nguyen3697,SPUN,1,250,250 xu,3694,
nguyen3698,SPUN,1,1000,1000 xu,3815,
nguyen3699,SPUN,1,25,25 xu,3585,
nguyen37,SPUN,1,200,200 xu,3968,
nguyen370,SPUN,1,75,75 xu,3386,
nguyen3700,SPUN,1,500,500 xu,3685,
nguyen3701,SPUN,1,200,200 xu,3733,
nguyen3702,SPUN,1,75,75 xu,3653,
nguyen3703,SPUN,1,25,25 xu,3612,
nguyen3704,SPUN,1,25,25 xu,3547,
nguyen3705,SPUN,1,750,750 xu,3476,
nguyen3706,SPUN,1,150,150 xu,3775,
nguyen3707,SPUN,1,500,500 xu,3698,
nguyen3708,SPUN,1,50,50 xu,3734,
nguyen3709,SPUN,1,25,25 xu,3899,
nguyen371,SPUN,1,75,75 xu,3520,
nguyen3710,SPUN,1,10,10 xu,3747,
nguyen3711,SPUN,1,200,200 xu,3893,
nguyen3712,SPUN,1,500,500 xu,3734,
nguyen3713,SPUN,1,25,25 xu,3823,
nguyen3714,SPUN,1,150,150 xu,3838,
nguyen3715,SPUN,1,300,300 xu,3757,
nguyen3716,SPUN,1,150,150 xu,3774,
nguyen3717,SPUN,1,75,75 xu,3647,
nguyen3718,SPUN,1,300,300 xu,3502,
nguyen3719,SPUN,1,50,50 xu,3619,
nguyen372,SPUN,1,75,75 xu,3468,
nguyen3720,SPUN,1,300,300 xu,3611,
nguyen3721,SPUN,1,150,150 xu,3604,
nguyen3722,SPUN,1,150,150 xu,3492,
nguyen3723,SPUN,1,500,500 xu,3676,
nguyen3724,SPUN,1,750,750 xu,3588,
nguyen3725,SPUN,1,50,50 xu,3739,
nguyen3726,SPUN,1,300,300 xu,3711,
nguyen3727,SPUN,1,250,250 xu,3512,
nguyen3728,SPUN,1,10,10 xu,3159,
nguyen3729,SPUN,1,250,250 xu,3705,
nguyen373,SPUN,1,750,750 xu,3511,
nguyen3730,SPUN,1,150,150 xu,3514,
nguyen3731,SPUN,1,10,10 xu,3574,
nguyen3732,SPUN,1,250,250 xu,3776,
nguyen3733,SPUN,1,1000,1000 xu,3627,
nguyen3734,SPUN,1,25,25 xu,3186,
nguyen3735,SPUN,1,75,75 xu,3734,
nguyen3736,SPUN,1,25,25 xu,3533,
nguyen3737,SPUN,1,75,75 xu,3615,
nguyen3738,SPUN,1,1000,1000 xu,3608,
nguyen3739,SPUN,1,25,25 xu,3641,
nguyen374,SPUN,1,10,10 xu,3540,
nguyen3740,SPUN,1,300,300 xu,3488,
nguyen3741,SPUN,1,75,75 xu,3684,
nguyen3742,SPUN,1,750,750 xu,3572,
nguyen3743,SPUN,1,200,200 xu,3512,
nguyen3744,SPUN,1,750,750 xu,3437,
nguyen3745,SPUN,1,50,50 xu,3011,
nguyen3746,SPUN,1,250,250 xu,3764,
nguyen3747,SPUN,1,1000,1000 xu,3534,
nguyen3748,SPUN,1,100,100 xu,3672,
nguyen3749,SPUN,1,10,10 xu,3426,
nguyen375,SPUN,1,300,300 xu,3530,
nguyen3750,SPUN,1,10,10 xu,3487,
nguyen3751,SPUN,1,500,500 xu,3467,
nguyen3752,SPUN,1,50,50 xu,3371,
nguyen3753,SPUN,1,75,75 xu,3551,
nguyen3754,SPUN,1,10,10 xu,3506,
nguyen3755,SPUN,1,100,100 xu,3498,
nguyen3756,SPUN,1,100,100 xu,3491,
nguyen3757,SPUN,1,10,10 xu,3508,
nguyen3758,SPUN,1,500,500 xu,3476,
nguyen3759,SPUN,1,250,250 xu,3442,
nguyen376,SPUN,1,75,75 xu,3547,
nguyen3760,SPUN,1,300,300 xu,3527,
nguyen3761,SPUN,1,50,50 xu,3740,
nguyen3762,SPUN,1,250,250 xu,3596,
nguyen3763,SPUN,1,750,750 xu,3352,
nguyen3764,SPUN,1,750,750 xu,3510,
nguyen3765,SPUN,1,150,150 xu,3447,
nguyen3766,SPUN,1,1000,1000 xu,3566,
nguyen3767,SPUN,1,1000,1000 xu,3559,
nguyen3768,SPUN,1,50,50 xu,3520,
nguyen3769,SPUN,1,100,100 xu,3596,
nguyen377,SPUN,1,150,150 xu,3585,
nguyen3770,SPUN,1,1000,1000 xu,3607,
nguyen3771,SPUN,1,150,150 xu,3537,
nguyen3772,SPUN,1,75,75 xu,3545,
nguyen3773,SPUN,1,25,25 xu,3552,
nguyen3774,SPUN,1,50,50 xu,3561,
nguyen3775,SPUN,1,250,250 xu,3479,
nguyen3776,SPUN,1,500,500 xu,3493,
nguyen3777,SPUN,1,250,250 xu,3519,
nguyen3778,SPUN,1,500,500 xu,3560,
nguyen3779,SPUN,1,150,150 xu,3494,
nguyen378,SPUN,1,500,500 xu,3468,
nguyen3780,SPUN,1,10,10 xu,3448,
nguyen3781,SPUN,1,500,500 xu,3451,
nguyen3782,SPUN,1,300,300 xu,3575,
nguyen3783,SPUN,1,150,150 xu,3546,
nguyen3784,SPUN,1,50,50 xu,3432,
nguyen3785,SPUN,1,250,250 xu,3461,
nguyen3786,SPUN,1,50,50 xu,3528,
nguyen3787,SPUN,1,750,750 xu,3473,
nguyen3788,SPUN,1,1000,1000 xu,3583,
nguyen3789,SPUN,1,300,300 xu,3457,
nguyen379,SPUN,1,300,300 xu,3470,
nguyen3790,SPUN,1,25,25 xu,3525,
nguyen3791,SPUN,1,150,150 xu,3520,
nguyen3792,SPUN,1,100,100 xu,3536,
nguyen3793,SPUN,1,50,50 xu,3436,
nguyen3794,SPUN,1,150,150 xu,3502,
nguyen3795,SPUN,1,300,300 xu,3517,
nguyen3796,SPUN,1,1000,1000 xu,3531,
nguyen3797,SPUN,1,10,10 xu,3454,
nguyen3798,SPUN,1,200,200 xu,3469,
nguyen3799,SPUN,1,25,25 xu,3528,
nguyen38,SPUN,1,750,750 xu,5299,
nguyen380,SPUN,1,200,200 xu,3589,
nguyen3800,SPUN,1,50,50 xu,3494,
nguyen3801,SPUN,1,250,250 xu,3548,
nguyen3802,SPUN,1,100,100 xu,3488,
nguyen3803,SPUN,1,200,200 xu,3460,
nguyen3804,SPUN,1,500,500 xu,3559,
nguyen3805,SPUN,1,250,250 xu,3532,
nguyen3806,SPUN,1,50,50 xu,3511,
nguyen3807,SPUN,1,100,100 xu,3587,
nguyen3808,SPUN,1,50,50 xu,3458,
nguyen3809,SPUN,1,25,25 xu,3518,
nguyen381,SPUN,1,25,25 xu,3500,
nguyen3810,SPUN,1,250,250 xu,3505,
nguyen3811,SPUN,1,250,250 xu,3526,
nguyen3812,SPUN,1,200,200 xu,3600,
nguyen3813,SPUN,1,150,150 xu,3475,
nguyen3814,SPUN,1,1000,1000 xu,3447,
nguyen3815,SPUN,1,500,500 xu,3490,
nguyen3816,SPUN,1,100,100 xu,3433,
nguyen3817,SPUN,1,200,200 xu,3476,
nguyen3818,SPUN,1,50,50 xu,3523,
nguyen3819,SPUN,1,500,500 xu,3544,
nguyen382,SPUN,1,500,500 xu,3572,
nguyen3820,SPUN,1,25,25 xu,3501,
nguyen3821,SPUN,1,200,200 xu,3472,
nguyen3822,SPUN,1,300,300 xu,3453,
nguyen3823,SPUN,1,300,300 xu,3527,
nguyen3824,SPUN,1,150,150 xu,3472,
nguyen3825,SPUN,1,10,10 xu,3498,
nguyen3826,SPUN,1,1000,1000 xu,3597,
nguyen3827,SPUN,1,500,500 xu,3536,
nguyen3828,SPUN,1,25,25 xu,3674,
nguyen3829,SPUN,1,250,250 xu,3472,
nguyen383,SPUN,1,25,25 xu,3548,
nguyen3830,SPUN,1,500,500 xu,3631,
nguyen3831,SPUN,1,500,500 xu,3540,
nguyen3832,SPUN,1,750,750 xu,3557,
nguyen3833,SPUN,1,100,100 xu,3492,
nguyen3834,SPUN,1,200,200 xu,3488,
nguyen3835,SPUN,1,500,500 xu,3523,
nguyen3836,SPUN,1,50,50 xu,3593,
nguyen3837,SPUN,1,500,500 xu,3510,
nguyen3838,SPUN,1,100,100 xu,3494,
nguyen3839,SPUN,1,75,75 xu,3556,
nguyen384,SPUN,1,150,150 xu,3383,
nguyen3840,SPUN,1,300,300 xu,3515,
nguyen3841,SPUN,1,500,500 xu,3374,
nguyen3842,SPUN,1,200,200 xu,3559,
nguyen3843,SPUN,1,50,50 xu,3580,
nguyen3844,SPUN,1,10,10 xu,3441,
nguyen3845,SPUN,1,10,10 xu,3578,
nguyen3846,SPUN,1,50,50 xu,3511,
nguyen3847,SPUN,1,10,10 xu,3516,
nguyen3848,SPUN,1,500,500 xu,3489,
nguyen3849,SPUN,1,100,100 xu,3482,
nguyen385,SPUN,1,25,25 xu,3517,
nguyen3850,SPUN,1,300,300 xu,4040,
nguyen3851,SPUN,1,750,750 xu,3472,
nguyen3852,SPUN,1,10,10 xu,3478,
nguyen3853,SPUN,1,75,75 xu,3458,
nguyen3854,SPUN,1,25,25 xu,3429,
nguyen3855,SPUN,1,50,50 xu,3579,
nguyen3856,SPUN,1,100,100 xu,3944,
nguyen3857,SPUN,1,1000,1000 xu,3569,
nguyen3858,SPUN,1,750,750 xu,3628,
nguyen3859,SPUN,1,10,10 xu,3678,
nguyen386,SPUN,1,10,10 xu,3518,
nguyen3860,SPUN,1,150,150 xu,3598,
nguyen3861,SPUN,1,75,75 xu,3434,
nguyen3862,SPUN,1,750,750 xu,3629,
nguyen3863,SPUN,1,200,200 xu,3434,
nguyen3864,SPUN,1,200,200 xu,3754,
nguyen3865,SPUN,1,25,25 xu,3730,
nguyen3866,SPUN,1,75,75 xu,3553,
nguyen3867,SPUN,1,200,200 xu,3670,
nguyen3868,SPUN,1,500,500 xu,3665,
nguyen3869,SPUN,1,10,10 xu,3668,
nguyen387,SPUN,1,100,100 xu,3431,
nguyen3870,SPUN,1,25,25 xu,3707,
nguyen3871,SPUN,1,150,150 xu,3647,
nguyen3872,SPUN,1,150,150 xu,3502,
nguyen3873,SPUN,1,150,150 xu,4073,
nguyen3874,SPUN,1,100,100 xu,4116,
nguyen3875,SPUN,1,1000,1000 xu,3999,
nguyen3876,SPUN,1,200,200 xu,3966,
nguyen3877,SPUN,1,250,250 xu,3949,
nguyen3878,SPUN,1,750,750 xu,3959,
nguyen3879,SPUN,1,1000,1000 xu,3853,
nguyen388,SPUN,1,750,750 xu,3455,
nguyen3880,SPUN,1,100,100 xu,3978,
nguyen3881,SPUN,1,500,500 xu,3862,
nguyen3882,SPUN,1,100,100 xu,3771,
nguyen3883,SPUN,1,75,75 xu,3993,
nguyen3884,SPUN,1,500,500 xu,3821,
nguyen3885,SPUN,1,1000,1000 xu,3558,
nguyen3886,SPUN,1,200,200 xu,3621,
nguyen3887,SPUN,1,75,75 xu,4395,
nguyen3888,SPUN,1,250,250 xu,3973,
nguyen3889,SPUN,1,500,500 xu,4608,
nguyen389,SPUN,1,500,500 xu,3479,
nguyen3890,SPUN,1,750,750 xu,4513,
nguyen3891,SPUN,1,500,500 xu,4503,
nguyen3892,SPUN,1,100,100 xu,4554,
nguyen3893,SPUN,1,75,75 xu,4458,
nguyen3894,SPUN,1,100,100 xu,4488,
nguyen3895,SPUN,1,500,500 xu,4183,
nguyen3896,SPUN,1,200,200 xu,4185,
nguyen3897,SPUN,1,200,200 xu,4043,
nguyen3898,SPUN,1,10,10 xu,4155,
nguyen3899,SPUN,1,100,100 xu,4029,
nguyen39,SPUN,1,200,200 xu,5243,
nguyen390,SPUN,1,750,750 xu,3503,
nguyen3900,SPUN,1,75,75 xu,4030,
nguyen3901,SPUN,1,10,10 xu,4071,
nguyen3902,SPUN,1,750,750 xu,4044,
nguyen3903,SPUN,1,200,200 xu,3751,
nguyen3904,SPUN,1,25,25 xu,3647,
nguyen3905,SPUN,1,250,250 xu,3544,
nguyen3906,SPUN,1,750,750 xu,3519,
nguyen3907,SPUN,1,25,25 xu,3574,
nguyen3908,SPUN,1,300,300 xu,3582,
nguyen3909,SPUN,1,25,25 xu,3605,
nguyen391,SPUN,1,250,250 xu,3437,
nguyen3910,SPUN,1,50,50 xu,3173,
nguyen3911,SPUN,1,1000,1000 xu,3609,
nguyen3912,SPUN,1,750,750 xu,3646,
nguyen3913,SPUN,1,250,250 xu,3667,
nguyen3914,SPUN,1,150,150 xu,3548,
nguyen3915,SPUN,1,1000,1000 xu,3716,
nguyen3916,SPUN,1,300,300 xu,3599,
nguyen3917,SPUN,1,250,250 xu,3664,
nguyen3918,SPUN,1,200,200 xu,3567,
nguyen3919,SPUN,1,75,75 xu,3705,
nguyen392,SPUN,1,250,250 xu,3386,
nguyen3920,SPUN,1,25,25 xu,3642,
nguyen3921,SPUN,1,1000,1000 xu,3505,
nguyen3922,SPUN,1,75,75 xu,3632,
nguyen3923,SPUN,1,150,150 xu,3735,
nguyen3924,SPUN,1,750,750 xu,3681,
nguyen3925,SPUN,1,150,150 xu,3780,
nguyen3926,SPUN,1,300,300 xu,3740,
nguyen3927,SPUN,1,200,200 xu,3842,
nguyen3928,SPUN,1,25,25 xu,4150,
nguyen3929,SPUN,1,300,300 xu,3581,
nguyen393,SPUN,1,150,150 xu,3487,
nguyen3930,SPUN,1,50,50 xu,3498,
nguyen3931,SPUN,1,750,750 xu,3616,
nguyen3932,SPUN,1,10,10 xu,3687,
nguyen3933,SPUN,1,100,100 xu,3784,
nguyen3934,SPUN,1,50,50 xu,3878,
nguyen3935,SPUN,1,100,100 xu,3555,
nguyen3936,SPUN,1,50,50 xu,3561,
nguyen3937,SPUN,1,1000,1000 xu,3613,
nguyen3938,SPUN,1,150,150 xu,3630,
nguyen3939,SPUN,1,50,50 xu,3653,
nguyen394,SPUN,1,500,500 xu,3505,
nguyen3940,SPUN,1,25,25 xu,3825,
nguyen3941,SPUN,1,300,300 xu,3873,
nguyen3942,SPUN,1,100,100 xu,3899,
nguyen3943,SPUN,1,500,500 xu,3794,
nguyen3944,SPUN,1,200,200 xu,3884,
nguyen3945,SPUN,1,25,25 xu,3834,
nguyen3946,SPUN,1,10,10 xu,3736,
nguyen3947,SPUN,1,250,250 xu,3643,
nguyen3948,SPUN,1,500,500 xu,3599,
nguyen3949,SPUN,1,100,100 xu,3858,
nguyen395,SPUN,1,500,500 xu,3482,
nguyen3950,SPUN,1,500,500 xu,3868,
nguyen3951,SPUN,1,25,25 xu,3743,
nguyen3952,SPUN,1,150,150 xu,3610,
nguyen3953,SPUN,1,10,10 xu,3589,
nguyen3954,SPUN,1,100,100 xu,3887,
nguyen3955,SPUN,1,25,25 xu,3801,
nguyen3956,SPUN,1,300,300 xu,3619,
nguyen3957,SPUN,1,25,25 xu,3808,
nguyen3958,SPUN,1,10,10 xu,3626,
nguyen3959,SPUN,1,25,25 xu,3700,
nguyen396,SPUN,1,10,10 xu,3555,
nguyen3960,SPUN,1,250,250 xu,3641,
nguyen3961,SPUN,1,25,25 xu,3567,
nguyen3962,SPUN,1,300,300 xu,3531,
nguyen3963,SPUN,1,25,25 xu,3649,
nguyen3964,SPUN,1,300,300 xu,3763,
nguyen3965,SPUN,1,10,10 xu,3814,
nguyen3966,SPUN,1,500,500 xu,3675,
nguyen3967,SPUN,1,50,50 xu,3742,
nguyen3968,SPUN,1,10,10 xu,3772,
nguyen3969,SPUN,1,500,500 xu,3783,
nguyen397,SPUN,1,10,10 xu,3517,
nguyen3970,SPUN,1,250,250 xu,3920,
nguyen3971,SPUN,1,250,250 xu,3834,
nguyen3972,SPUN,1,200,200 xu,3748,
nguyen3973,SPUN,1,150,150 xu,3787,
nguyen3974,SPUN,1,150,150 xu,3605,
nguyen3975,SPUN,1,25,25 xu,3628,
nguyen3976,SPUN,1,50,50 xu,3776,
nguyen3977,SPUN,1,250,250 xu,3673,
nguyen3978,SPUN,1,500,500 xu,3569,
nguyen3979,SPUN,1,250,250 xu,3718,
nguyen398,SPUN,1,50,50 xu,3613,
nguyen3980,SPUN,1,750,750 xu,3789,
nguyen3981,SPUN,1,100,100 xu,3868,
nguyen3982,SPUN,1,200,200 xu,3745,
nguyen3983,SPUN,1,750,750 xu,3914,
nguyen3984,SPUN,1,100,100 xu,3662,
nguyen3985,SPUN,1,1000,1000 xu,3824,
nguyen3986,SPUN,1,75,75 xu,3719,
nguyen3987,SPUN,1,75,75 xu,4011,
nguyen3988,SPUN,1,25,25 xu,3748,
nguyen3989,SPUN,1,25,25 xu,3791,
nguyen399,SPUN,1,500,500 xu,3497,
nguyen3990,SPUN,1,500,500 xu,3641,
nguyen3991,SPUN,1,50,50 xu,3633,
nguyen3992,SPUN,1,50,50 xu,3866,
nguyen3993,SPUN,1,500,500 xu,3820,
nguyen3994,SPUN,1,50,50 xu,3609,
nguyen3995,SPUN,1,1000,1000 xu,3871,
nguyen3996,SPUN,1,1000,1000 xu,3777,
nguyen3997,SPUN,1,750,750 xu,3818,
nguyen3998,SPUN,1,50,50 xu,3736,
nguyen3999,SPUN,1,75,75 xu,3754,
nguyen40,SPUN,1,250,250 xu,3942,
nguyen400,SPUN,1,500,500 xu,3473,
nguyen4000,SPUN,1,1000,1000 xu,3893,
nguyen4001,SPUN,1,300,300 xu,3683,
nguyen4002,SPUN,1,25,25 xu,3698,
nguyen4003,SPUN,1,1000,1000 xu,3696,
nguyen4004,SPUN,1,150,150 xu,3705,
nguyen4005,SPUN,1,1000,1000 xu,3648,
nguyen4006,SPUN,1,75,75 xu,3627,
nguyen4007,SPUN,1,75,75 xu,3539,
nguyen4008,SPUN,1,10,10 xu,3545,
nguyen4009,SPUN,1,10,10 xu,3804,
nguyen401,SPUN,1,1000,1000 xu,3391,
nguyen4010,SPUN,1,750,750 xu,3719,
nguyen4011,SPUN,1,50,50 xu,3665,
nguyen4012,SPUN,1,200,200 xu,3734,
nguyen4013,SPUN,1,75,75 xu,3837,
nguyen4014,SPUN,1,200,200 xu,3858,
nguyen4015,SPUN,1,100,100 xu,3795,
nguyen4016,SPUN,1,1000,1000 xu,4092,
nguyen4017,SPUN,1,75,75 xu,3504,
nguyen4018,SPUN,1,10,10 xu,3512,
nguyen4019,SPUN,1,75,75 xu,3688,
nguyen402,SPUN,1,100,100 xu,3403,
nguyen4020,SPUN,1,300,300 xu,3547,
nguyen4021,SPUN,1,250,250 xu,3667,
nguyen4022,SPUN,1,750,750 xu,3712,
nguyen4023,SPUN,1,750,750 xu,3513,
nguyen4024,SPUN,1,300,300 xu,3642,
nguyen4025,SPUN,1,250,250 xu,3599,
nguyen4026,SPUN,1,1000,1000 xu,3725,
nguyen4027,SPUN,1,10,10 xu,3578,
nguyen4028,SPUN,1,750,750 xu,3664,
nguyen4029,SPUN,1,75,75 xu,3768,
nguyen403,SPUN,1,150,150 xu,3485,
nguyen4030,SPUN,1,200,200 xu,3525,
nguyen4031,SPUN,1,1000,1000 xu,3471,
nguyen4032,SPUN,1,750,750 xu,3438,
nguyen4033,SPUN,1,750,750 xu,3615,
nguyen4034,SPUN,1,100,100 xu,3602,
nguyen4035,SPUN,1,10,10 xu,3539,
nguyen4036,SPUN,1,100,100 xu,3674,
nguyen4037,SPUN,1,250,250 xu,3566,
nguyen404,SPUN,1,75,75 xu,3510,
nguyen405,SPUN,1,25,25 xu,3493,
nguyen406,SPUN,1,1000,1000 xu,3569,
nguyen407,SPUN,1,250,250 xu,3506,
nguyen408,SPUN,1,500,500 xu,3416,
nguyen409,SPUN,1,75,75 xu,3415,
nguyen41,SPUN,1,25,25 xu,3772,
nguyen410,SPUN,1,500,500 xu,3557,
nguyen411,SPUN,1,1000,1000 xu,3515,
nguyen412,SPUN,1,25,25 xu,3510,
nguyen413,SPUN,1,10,10 xu,3517,
nguyen414,SPUN,1,150,150 xu,3569,
nguyen415,SPUN,1,250,250 xu,3572,
nguyen416,SPUN,1,300,300 xu,3617,
nguyen417,SPUN,1,200,200 xu,3531,
nguyen418,SPUN,1,150,150 xu,3626,
nguyen419,SPUN,1,10,10 xu,3504,
nguyen42,SPUN,1,1000,1000 xu,4263,
nguyen420,SPUN,1,1000,1000 xu,3470,
nguyen421,SPUN,1,250,250 xu,3502,
nguyen422,SPUN,1,500,500 xu,3595,
nguyen423,SPUN,1,75,75 xu,3563,
nguyen424,SPUN,1,750,750 xu,3498,
nguyen425,SPUN,1,750,750 xu,3514,
nguyen426,SPUN,1,10,10 xu,3576,
nguyen427,SPUN,1,150,150 xu,3503,
nguyen428,SPUN,1,25,25 xu,3434,
nguyen429,SPUN,1,750,750 xu,3507,
nguyen43,SPUN,1,750,750 xu,4000,
nguyen430,SPUN,1,300,300 xu,3445,
nguyen431,SPUN,1,300,300 xu,3595,
nguyen432,SPUN,1,750,750 xu,3625,
nguyen433,SPUN,1,50,50 xu,3478,
nguyen434,SPUN,1,100,100 xu,3463,
nguyen435,SPUN,1,25,25 xu,3528,
nguyen436,SPUN,1,150,150 xu,3556,
nguyen437,SPUN,1,150,150 xu,3597,
nguyen438,SPUN,1,10,10 xu,3506,
nguyen439,SPUN,1,1000,1000 xu,3521,
nguyen44,SPUN,1,750,750 xu,3944,
nguyen440,SPUN,1,500,500 xu,3401,
nguyen441,SPUN,1,200,200 xu,3437,
nguyen442,SPUN,1,500,500 xu,3438,
nguyen443,SPUN,1,500,500 xu,3487,
nguyen444,SPUN,1,750,750 xu,3541,
nguyen445,SPUN,1,750,750 xu,3551,
nguyen446,SPUN,1,75,75 xu,3575,
nguyen447,SPUN,1,75,75 xu,3528,
nguyen448,SPUN,1,750,750 xu,3426,
nguyen449,SPUN,1,500,500 xu,3486,
nguyen45,SPUN,1,300,300 xu,4055,
nguyen450,SPUN,1,150,150 xu,3466,
nguyen451,SPUN,1,750,750 xu,3469,
nguyen452,SPUN,1,100,100 xu,3533,
nguyen453,SPUN,1,500,500 xu,3427,
nguyen454,SPUN,1,50,50 xu,3559,
nguyen455,SPUN,1,100,100 xu,3439,
nguyen456,SPUN,1,25,25 xu,3568,
nguyen457,SPUN,1,75,75 xu,3501,
nguyen458,SPUN,1,150,150 xu,3581,
nguyen459,SPUN,1,300,300 xu,3461,
nguyen46,SPUN,1,750,750 xu,4001,
nguyen460,SPUN,1,500,500 xu,3492,
nguyen461,SPUN,1,100,100 xu,3516,
nguyen462,SPUN,1,250,250 xu,3607,
nguyen463,SPUN,1,100,100 xu,3616,
nguyen464,SPUN,1,1000,1000 xu,3582,
nguyen465,SPUN,1,25,25 xu,3476,
nguyen466,SPUN,1,300,300 xu,3548,
nguyen467,SPUN,1,50,50 xu,3516,
nguyen468,SPUN,1,300,300 xu,3557,
nguyen469,SPUN,1,250,250 xu,3478,
nguyen47,SPUN,1,25,25 xu,4804,
nguyen470,SPUN,1,500,500 xu,3414,
nguyen471,SPUN,1,50,50 xu,3543,
nguyen472,SPUN,1,75,75 xu,3445,
nguyen473,SPUN,1,50,50 xu,3012,
nguyen474,SPUN,1,50,50 xu,3641,
nguyen475,SPUN,1,50,50 xu,3510,
nguyen476,SPUN,1,150,150 xu,3585,
nguyen477,SPUN,1,250,250 xu,3601,
nguyen478,SPUN,1,75,75 xu,3527,
nguyen479,SPUN,1,250,250 xu,3551,
nguyen48,SPUN,1,75,75 xu,4088,
nguyen480,SPUN,1,750,750 xu,3588,
nguyen481,SPUN,1,1000,1000 xu,3576,
nguyen482,SPUN,1,300,300 xu,3419,
nguyen483,SPUN,1,75,75 xu,3451,
nguyen484,SPUN,1,200,200 xu,3453,
nguyen485,SPUN,1,150,150 xu,3374,
nguyen486,SPUN,1,10,10 xu,3629,
nguyen487,SPUN,1,150,150 xu,3589,
nguyen488,SPUN,1,300,300 xu,3555,
nguyen489,SPUN,1,10,10 xu,3497,
